query,model,rank,doc_id,score,term_overlap,term_overlap_ratio,content_snippet,relevan_manual
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),4,979,-24.44715582429642,6,1.0, Menteri BUMN sekaligus Anggota International Olympic Committee (IOC) Erick Thohir memberikan semangat kepada para atlet Merah Putih yang saat ini tengah berlaga di Olimpiade Tokyo 2020. Indonesia men,
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),5,12941,-24.59839175927161,6,1.0,  Kontingen Indonesia akhirnya meraih emas pertama pada gelaran Olimpiade Tokyo 2020 melalui cabang olahraga bulu tangkis. Medali emas diperoleh pasangan ganda putri Greysia Polii/Apriyani Rahayu yang,
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),6,1194,-24.790679854187534,6,1.0,Indonesia mengirimkan tujuh wakil ke cabang bulu tangkis Olimpiade Tokyo 2020. Pertandingan tepok bulu ini akan berlangsung mulai 24 Juli hingga 2 Agustus 2021. Para pebulu tangkis Indonesia bertekad ,
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),7,5893,-24.798130378567755,6,1.0,  Kontingen Indonesia akhirnya meraih emas pertama pada gelaran Olimpiade Tokyo 2020 melalui cabang olahraga bulu tangkis. Medali emas diperoleh pasangan ganda putri Greysia Polii/Apriyani Rahayu yang,
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),8,1979,-25.882567819984885,6,1.0,"Pertama kali mengikuti Olimpiade pada 1952 di Helsinki, Finlandia, Indonesia harus menunggu cukup lama untuk merasakan kenikmatan naik podium. Momen yang ditunggu akhirnya datang pada Seoul 1988. Trio",
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),9,5892,-26.036634496850187,6,1.0,"  Menteri Pariwisata dan Ekonomi Kreatif, Sandiaga Uno turut larut dalam kemenangan pemain bulu tangkis ganda putri Indonesia Greysia Polii dan Apriyani Rahayu merebut medali emas di Olimpiade Tokyo. ",
olimpiade tokyo bulu tangkis indonesia medali,QL (No Smoothing),10,12968,-26.36863629973364,6,1.0,"  Masyarakat Indonesia menaruh harapan tinggi pada Kontingen Bulu Tangkis di ajang Olimpiade Tokyo 2020. Hingga Senin (26/7), perjuangan Kontingen Bulu Tangkis Indonesia masih berjalan mulus sesuai ek",
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),1,12912,-55.55916078923315,6,1.0,"  Olimpiade Tokyo 2020 baru saja berakhir, namun keseruannya masih membekas. Pesta olahraga empat tahunan ini memang dinikmati oleh seluruh masyarakat di dunia, tak terkecuali Indonesia. Andi Mallaran",
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),2,1194,-56.54858225290838,6,1.0,Indonesia mengirimkan tujuh wakil ke cabang bulu tangkis Olimpiade Tokyo 2020. Pertandingan tepok bulu ini akan berlangsung mulai 24 Juli hingga 2 Agustus 2021. Para pebulu tangkis Indonesia bertekad ,
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),3,7328,-56.78553977164415,6,1.0,"  PT. ELANG MAHKOTA TEKNOLOGI, Tbk (EMTEK) menggelar acara amal yang bertajuk 'Konser Amal Indonesia Tangguh'. Acara ini disiarkan secara serentak di stasiun TV swasta SCTV, INDOSIAR, O'Channel, dan a",
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),4,12968,-57.18832697120246,6,1.0,"  Masyarakat Indonesia menaruh harapan tinggi pada Kontingen Bulu Tangkis di ajang Olimpiade Tokyo 2020. Hingga Senin (26/7), perjuangan Kontingen Bulu Tangkis Indonesia masih berjalan mulus sesuai ek",
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),5,4318,-58.95193284178234,5,0.8333333333333334, Para atlet bulu tangkis Indonesia sebentar lagi akan turun bertanding di Olimpiade 2020 di Tokyo Jepang. Jonatan Christie dan kawan-kawan sudah terbang ke Jepang untuk menjalani training camp di Pref,
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),6,12957,-59.49157368971139,6,1.0,  Sejumlah atlet cabang bulu tangkis Indonesia berlaga di Olimpiade Tokyo pada Rabu (28/7). Seluruh laga Timnas Badminton Indonesia tersebut disiarkan secara live sejak pagi hari oleh Indosiar. Laga d,
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),7,1180,-59.88966066353684,6,1.0,Cabang bulu tangkis Olimpiade Tokyo 2020 mulai dipertandingkan pada 24 Juli hingga 2 Agustus 2021. Pertandingan akan dimainkan di Musashino Forest Sport Plaza. Indonesia memiliki tujuh wakil pada Olim,
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),8,1187,-60.263496165794166,6,1.0,Berikut jadwal bulu tangkis Olimpiade Tokyo 2020. Bulu tangkis akan dimainkan di Musashino Forest Sport Plaza mulai 24 Juli hingga 2 Agustus 2021. Greysia Polii / Apriyani Rahayu akan memulai perjuang,
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),9,17,-60.3366983693295,6,1.0," Perjuangan Indonesia di cabang bulu tangkis Olimpiade Tokyo 2020 akan mulai hari ini, Sabtu (24/7/2021). Pertandingan yang akan dimainkan di Musashino Forest Sport Plaza ini, akan berlangsung hingga ",
olimpiade tokyo bulu tangkis indonesia medali,QL (Laplace),10,9953,-60.36477975615498,4,0.6666666666666666,"  Pasangan ganda putri andalan Indonesia, Greysia Polii dan Apriyani Rahayu sukses meraih medali emas Olimpiade Tokyo 2020. Bertanding di Musashino Forest Plaza, Tokyo, keduanya berhasil mengalahkan p",
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),1,1,-22.310341346460717,6,1.0,"Bulu Tangkis menjadi andalan Indonesia berburu medali di Olimpiade Tokyo 2020. Cabang olahraga atau cabor ini digelar pada 24 Juli hingga 2 Agustus 2021. Tidak tanggung-tanggung, dari 28 atlet Indones",
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),2,1988,-27.26831623507832,6,1.0,Atlet Indonesia yang meraih medali di Olimpiade Tokyo 2020 bakal mendapatkan bonus dari dari CEO J99 Corp (Juragan 99) Gilang Widya Pramana. Sosok yang dikenal sebagai Crazy Rich Malang itu ingin memb,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),3,12957,-28.43006564270573,6,1.0,  Sejumlah atlet cabang bulu tangkis Indonesia berlaga di Olimpiade Tokyo pada Rabu (28/7). Seluruh laga Timnas Badminton Indonesia tersebut disiarkan secara live sejak pagi hari oleh Indosiar. Laga d,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),4,979,-28.492564093573467,6,1.0, Menteri BUMN sekaligus Anggota International Olympic Committee (IOC) Erick Thohir memberikan semangat kepada para atlet Merah Putih yang saat ini tengah berlaga di Olimpiade Tokyo 2020. Indonesia men,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),5,12941,-28.599608610927337,6,1.0,  Kontingen Indonesia akhirnya meraih emas pertama pada gelaran Olimpiade Tokyo 2020 melalui cabang olahraga bulu tangkis. Medali emas diperoleh pasangan ganda putri Greysia Polii/Apriyani Rahayu yang,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),6,1194,-28.671702006513623,6,1.0,Indonesia mengirimkan tujuh wakil ke cabang bulu tangkis Olimpiade Tokyo 2020. Pertandingan tepok bulu ini akan berlangsung mulai 24 Juli hingga 2 Agustus 2021. Para pebulu tangkis Indonesia bertekad ,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),7,5893,-28.717006851346007,6,1.0,  Kontingen Indonesia akhirnya meraih emas pertama pada gelaran Olimpiade Tokyo 2020 melalui cabang olahraga bulu tangkis. Medali emas diperoleh pasangan ganda putri Greysia Polii/Apriyani Rahayu yang,
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),8,1979,-29.89789127217084,6,1.0,"Pertama kali mengikuti Olimpiade pada 1952 di Helsinki, Finlandia, Indonesia harus menunggu cukup lama untuk merasakan kenikmatan naik podium. Momen yang ditunggu akhirnya datang pada Seoul 1988. Trio",
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),9,5892,-29.992202830291447,6,1.0,"  Menteri Pariwisata dan Ekonomi Kreatif, Sandiaga Uno turut larut dalam kemenangan pemain bulu tangkis ganda putri Indonesia Greysia Polii dan Apriyani Rahayu merebut medali emas di Olimpiade Tokyo. ",
olimpiade tokyo bulu tangkis indonesia medali,QL (Linear Interpolation),10,12968,-30.343740618333452,6,1.0,"  Masyarakat Indonesia menaruh harapan tinggi pada Kontingen Bulu Tangkis di ajang Olimpiade Tokyo 2020. Hingga Senin (26/7), perjuangan Kontingen Bulu Tangkis Indonesia masih berjalan mulus sesuai ek",
covid 19 isolasi mandiri protokol kesehatan,TF,1,13062,0.47413426064251507,5,0.8333333333333334,  Meningkatnya jumlah orang yang terinfeksi COVID-19 menyebabkan banyak rumah sakit yang kewalahan menangani pasien. Hal ini menyebabkn banyak pasien yang memiliki kondisi cukup baik diminta untuk mel,
covid 19 isolasi mandiri protokol kesehatan,TF,2,97,0.39991839232802967,3,0.5, Center for Indonesia’s Strategic Development Initiatives (CISDI) dan LaporCovid19 mendorong pemerintah melaksanakan 7 rekomendasi untuk mencegah kematian saat isolasi mandiri. Ketujuh rekomendasi ter,
covid 19 isolasi mandiri protokol kesehatan,TF,3,107,0.3761908148267029,3,0.5," Laporan resmi jumlah kematian pasien COVID-19 saat isolasi mandiri diduga masih jauh lebih kecil dibandingkan yang terjadi sebenarnya. Dari percakapan media daring Twitter, laporan aduan, dan pemberi",
covid 19 isolasi mandiri protokol kesehatan,TF,4,6547,0.3597525753130179,3,0.5,  Sebanyak 2.313 orang meninggal dunia saat menjalani isolasi mandiri berdasarkan data dari Komunitas LaporCovid-19. Jumlah tersebut tercatat sejak awal Juni sampai 22 Juli 2021. Dewan Pakar Ikatan Ah,
covid 19 isolasi mandiri protokol kesehatan,TF,5,10365,0.3489315788994266,4,0.6666666666666666,  Pemerintah Kota Tangerang bersama jajaran Satgas Covid-19 terus melakukan pelbagai upaya untuk menekan laju kasus Covid-19. Salah satu langkah antisipasinya dengan menyiapkan penambahan ruang-ruang ,
covid 19 isolasi mandiri protokol kesehatan,TF,6,5178,0.34874291623145787,4,0.6666666666666666,"  Wakil Ketua Komisi IX DPR Melki Laka Lena mengingatkan, jika pemerintah ingin melonggarkan PPKM harus dilakukan pengawasan ketat. Khususnya oleh aparat penegak hukum supaya dilaksanakan dengan baik.",
covid 19 isolasi mandiri protokol kesehatan,TF,7,717,0.34752878399891224,5,0.8333333333333334," Pemerintah terus memperbanyak lokasi isolasi mandiri (ishoman) bagi masyarakat yang terjangkit Covid-19. Kementerian Perhubungan (Kemenhub) misalnya, menyiapkan kapal Pelni sebagai tempat ishoman par",
covid 19 isolasi mandiri protokol kesehatan,TF,8,12606,0.34514460361826194,5,0.8333333333333334,"  Kementerian Perhubungan mendukung penanganan kasus Covid-19 di Makassar, Sulawesi Selatan, dengan menyiapkan kapal Pelni sebagai tempat isolasi mandiri para pasien penderita Covid-19 yang bergejala ",
covid 19 isolasi mandiri protokol kesehatan,TF,9,8126,0.34129426447038397,4,0.6666666666666666,"  Peningkatan jumlah kasus positif Covid-19 di Indonesia belakangan cukup signifikan. Bahkan varian virus corona dari India pun telah mewabah di Kudus, Jawa Tengah. Dengan meningkatnya kasus tersebut,",
covid 19 isolasi mandiri protokol kesehatan,TF,10,4855,0.3399533649684772,5,0.8333333333333334," Sebanyak 25 tenaga kesehatan (nakes) di Rumah Sakit Umum Daerah (RSUD) Goeteng Tarunadibrata Purbalingga, terkonfirmasi Covid-19. 12 Orang dinyatakan sudah sembuh, sedang sisanya masih dalam perawata",
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,1,13062,0.46146398937696975,5,0.8333333333333334,  Meningkatnya jumlah orang yang terinfeksi COVID-19 menyebabkan banyak rumah sakit yang kewalahan menangani pasien. Hal ini menyebabkn banyak pasien yang memiliki kondisi cukup baik diminta untuk mel,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,2,97,0.36696106189237954,3,0.5, Center for Indonesia’s Strategic Development Initiatives (CISDI) dan LaporCovid19 mendorong pemerintah melaksanakan 7 rekomendasi untuk mencegah kematian saat isolasi mandiri. Ketujuh rekomendasi ter,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,3,107,0.29271176595989995,3,0.5," Laporan resmi jumlah kematian pasien COVID-19 saat isolasi mandiri diduga masih jauh lebih kecil dibandingkan yang terjadi sebenarnya. Dari percakapan media daring Twitter, laporan aduan, dan pemberi",
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,4,6547,0.28931682404173353,3,0.5,  Sebanyak 2.313 orang meninggal dunia saat menjalani isolasi mandiri berdasarkan data dari Komunitas LaporCovid-19. Jumlah tersebut tercatat sejak awal Juni sampai 22 Juli 2021. Dewan Pakar Ikatan Ah,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,5,5208,0.28927462950074323,4,0.6666666666666666,  Anggota Komisi IX DPR RI Kurniasih Mufidayati meminta pemerintah memberikan perhatian khusus terhadap pasien Covid-19 yang menjalani isolasi mandiri (isoman). Tingkat kematian pasien yang menjalani ,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,6,8026,0.285230309991545,2,0.3333333333333333,  Isolasi mandiri yang dilakukan oleh orang dengan hasil positif Covid-19 baiknya dibarengi juga dengan isolasi diri dari media sosial. Hal itu disampaikan oleh Ahli Gizi Masyarakat dari FKUI dokter T,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,7,4047,0.26647810518703147,2,0.3333333333333333, Pemerintah Daerah Provinsi Jawa Barat memperkuat strategi isolasi mandiri baik di rumah maupun pusat isolasi desa/kelurahan. Hal itu berfungsi untuk menekan tingkat keterisian kamar rumah sakit atau ,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,8,14094,0.2661402223068199,5,0.8333333333333334,"  Indra (bukan nama sebenarnya) masih mengingat jelas saat pertama kali Covid-19 menyambangi rumah dan menjangkiti keluarga kecilnya. Sore itu, smartphone sang istri berdering. Sebuah pesan singkat vi",
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,9,448,0.2617676112350758,4,0.6666666666666666, Karantina dan isolasi merupakan langkah penting untuk mengatasi penyebaran COVID-19. Tren peningkatan kasus COVID-19 dalam beberapa minggu terakhir meningkatkan keterisian tempat tidur rumah sakit di,
covid 19 isolasi mandiri protokol kesehatan,TF-IDF,10,1351,0.2577939493395495,5,0.8333333333333334,Ketua Fraksi PKS DPR RI Jazuli Juwaini mendesak Pemerintah memitigasi sistem kesehatan agar tidak kolaps selama lonjakan covid 19. Ia menyebut sistem kesehatan harus benar-benar mampu menyelamatkan ny,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),1,10365,0.8832060167784781,4,0.6666666666666666,  Pemerintah Kota Tangerang bersama jajaran Satgas Covid-19 terus melakukan pelbagai upaya untuk menekan laju kasus Covid-19. Salah satu langkah antisipasinya dengan menyiapkan penambahan ruang-ruang ,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),2,3238,0.8791125401336296,3,0.5,"Sejak merebaknya virus corona di penjuru negeri ini sekitar 1,5 tahun terakhir, masih banyak masyarakat yang berpikir bahwa Covid-19 adalah konspirasi. Sementara di sisi lain, pasien Covid-19 yang ter",
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),3,8148,0.8783491585974423,4,0.6666666666666666,  Satuan Tugas Penanganan Covid-19 Yogyakarta memutuskan melakukan karantina wilayah mikro di dua rukun tetangga (RT) sebagai upaya membatasi mobilitas warga setelah temuan belasan kasus Covid-19 di w,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),4,97,0.87719447756336,3,0.5, Center for Indonesia’s Strategic Development Initiatives (CISDI) dan LaporCovid19 mendorong pemerintah melaksanakan 7 rekomendasi untuk mencegah kematian saat isolasi mandiri. Ketujuh rekomendasi ter,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),5,6547,0.8765888469844155,3,0.5,  Sebanyak 2.313 orang meninggal dunia saat menjalani isolasi mandiri berdasarkan data dari Komunitas LaporCovid-19. Jumlah tersebut tercatat sejak awal Juni sampai 22 Juli 2021. Dewan Pakar Ikatan Ah,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),6,10165,0.8756502443607775,2,0.3333333333333333,"  Total kasus infeksi Virus Corona COVID-19 di seluruh dunia pada hari Minggu, (30/5/2021) telah mencapai angka 169.776.398 kasus, berdasarkan data dari Johns Hopkins University. Ancaman varian baru v",
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),7,8661,0.8683922711129892,5,0.8333333333333334,  Satgas Penanganan Covid-19 Banyuwangi kembali membuka tempat isolasi terpusat terpusat bagi pasien konfirmasi Covid-19 tanpa gejala. Ini dilakukan seiring dengan meningkatnya kasus aktif di Banyuwan,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),8,13831,0.8645694642952377,3,0.5,"  Astrika Aritonang, fokus bekerja sebagai Staff Ticketing di Kantor Perwakilan Maskapai Lion Air Bandung, Jawa Barat. Dia tampak bugar. Setelah dinyatakan sembuh dari Covid-19 pada Minggu, 11 Juli 20",
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),9,8026,0.8639410561022173,2,0.3333333333333333,  Isolasi mandiri yang dilakukan oleh orang dengan hasil positif Covid-19 baiknya dibarengi juga dengan isolasi diri dari media sosial. Hal itu disampaikan oleh Ahli Gizi Masyarakat dari FKUI dokter T,
covid 19 isolasi mandiri protokol kesehatan,Word2Vec (TF-IDF weighted),10,107,0.8614640770900895,3,0.5," Laporan resmi jumlah kematian pasien COVID-19 saat isolasi mandiri diduga masih jauh lebih kecil dibandingkan yang terjadi sebenarnya. Dari percakapan media daring Twitter, laporan aduan, dan pemberi",
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),1,5255,-28.701182043902776,6,1.0,  Anggota DPR RI Fraksi PAN Guspardi Gaus dilaporkan ke Mahkamah Kehormatan Dewan (MKD) DPR RI. Laporan itu terkait peristiwa Guspardi langsung menghadiri rapat di Kompleks Parlemen tanpa menjalani is,
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),2,5444,-30.082159543906542,6,1.0,  Gubernur Aceh Nova Iriansyah kembali mengeluarkan Instruksi Gubernur (Ingub) yang memperpanjang Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) berbasis mikro untuk pengendalian penyebaran Covid-,
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),3,10843,-30.64223253367089,6,1.0,"  Delapan kasus Covid-19 varian delta ditemukan di lima kabupaten/kota Kalimantan Utara (Kaltara). Hal itu dipastikan Juru Bicara Satuan Tugas Penanganan COVID-19 Kalimantan Utara (Kaltara), Agust Suw",
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),4,11708,-30.810107674397187,6,1.0,"  Ketua Umum Partai Persatuan Pembangunan (PPP) Suharso Monoarfa meminta seluruh kader PPP menjadi bagian solusi dari persoalan akibat pandemi Covid-19. Menurut dia, saat ini dibutuhkan fokus pada pok",
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),5,1404,-33.92834240236928,6,1.0,"Juru Bicara Satuan Tugas (Jubir Satgas) Penanganan Covid-19 Prof Wiku Adisasmito kembali menyampaikan perkembangan terkini kasus Corona di Indonesia. Disampaikan Wiku salah satunya, kasus positif Covi",
covid 19 isolasi mandiri protokol kesehatan,QL (No Smoothing),6,12877,-34.01385067306839,6,1.0,"  Sebuah kisah viral di media sosial dari seorang Tenaga Kesehatan, Oktari Dwi Yanti. Dia bercerita, menerima seorang pasien gejala Covid-19 di rumah sakit tempatnya berjaga. Namun pasien keburu menin",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),1,12877,-58.398510462414116,6,1.0,"  Sebuah kisah viral di media sosial dari seorang Tenaga Kesehatan, Oktari Dwi Yanti. Dia bercerita, menerima seorang pasien gejala Covid-19 di rumah sakit tempatnya berjaga. Namun pasien keburu menin",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),2,14334,-58.8219765755881,5,0.8333333333333334,"  Alasan Pemprov DKI Jakarta kembali menerapkan PSBB ketat lantaran ruang rawat terancam penuh. Tingginya angka jumlah pasien positif tiap harinya, seharusnya membuat waspada. Kesadaran terhadap proto",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),3,14338,-59.27780429321312,5,0.8333333333333334,  Kasus baru pasien positif Covid-19 masih belum usai. Segala upaya masih diberlakukan demi menekan angka pertumbuhan. Hadirnya pasien baru memunculkan polemik tersendiri. Khususnya terkait kebutuhan ,
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),4,13062,-59.71729393806173,5,0.8333333333333334,  Meningkatnya jumlah orang yang terinfeksi COVID-19 menyebabkan banyak rumah sakit yang kewalahan menangani pasien. Hal ini menyebabkn banyak pasien yang memiliki kondisi cukup baik diminta untuk mel,
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),5,3407,-60.33199081826772,5,0.8333333333333334," Tulisan hoaks tulisan seputar Covid-19 yang mencatut sejumlah nama tokoh beredar di media sosial, kondisi ini tentu akan menyesatkan pihak yang mudah percaya informasi tanpa memastikan kebenarannya t",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),6,14335,-60.39637599165029,5,0.8333333333333334,  Dua kali sepekan Gubernur DKI Jakarta Anies Baswedan menggelar rapat. Hasil diskusi kerap menunjukkan angka buruk. Penyebaran virus di Jakarta sulit ditekan. Justru angkanya terus bertumbuh. Mereka ,
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),7,1404,-60.96527109995637,6,1.0,"Juru Bicara Satuan Tugas (Jubir Satgas) Penanganan Covid-19 Prof Wiku Adisasmito kembali menyampaikan perkembangan terkini kasus Corona di Indonesia. Disampaikan Wiku salah satunya, kasus positif Covi",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),8,14337,-61.10977343068287,4,0.6666666666666666,  Hana Puspita hanya berbaring di dalam ambulans. Terdengar pekik keras suara sirine. Sejumlah petugas memakain alat pelindung lengkap ada di hadapannya. Menjaga kondisi Hana hingga tiba di Rumah Saki,
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),9,14336,-61.14093326208925,5,0.8333333333333334,"  Riuh aktivitas jual beli di belakang Stasiun Kebayoran, Jakarta Selatan. Pedagang barang bekas berjejer. Memakan lebar trotoar. Hilir mudik warga membuat jalan semakin sempit. Sedikit ruang untuk me",
covid 19 isolasi mandiri protokol kesehatan,QL (Laplace),10,14327,-61.299279335920104,4,0.6666666666666666,  Pesan elektronik berisi hasil tes usap (PCR Swab) dibuka Pr dengan perasaan was-was. Ini merupakan hasil tes kedua setelah menjalani isolasi mandiri. Batinnya berkecamuk. Harap-harap cemas antara po,
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),1,13062,-31.402236544457608,5,0.8333333333333334,  Meningkatnya jumlah orang yang terinfeksi COVID-19 menyebabkan banyak rumah sakit yang kewalahan menangani pasien. Hal ini menyebabkn banyak pasien yang memiliki kondisi cukup baik diminta untuk mel,
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),2,1351,-31.57139956009055,5,0.8333333333333334,Ketua Fraksi PKS DPR RI Jazuli Juwaini mendesak Pemerintah memitigasi sistem kesehatan agar tidak kolaps selama lonjakan covid 19. Ia menyebut sistem kesehatan harus benar-benar mampu menyelamatkan ny,
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),3,11745,-31.593902024781325,5,0.8333333333333334,"  Koordinator Tim Pakar Satgas Penanganan Covid-19, Prof Wiku Adisasmito meminta seluruh kepala daerah melakukan perbaikan penanganan Covid-19 selama pemberlakuan PPKM level 1-4. Dia tidak ingin kasus",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),4,12606,-32.18036404290706,5,0.8333333333333334,"  Kementerian Perhubungan mendukung penanganan kasus Covid-19 di Makassar, Sulawesi Selatan, dengan menyiapkan kapal Pelni sebagai tempat isolasi mandiri para pasien penderita Covid-19 yang bergejala ",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),5,4855,-32.18934700317247,5,0.8333333333333334," Sebanyak 25 tenaga kesehatan (nakes) di Rumah Sakit Umum Daerah (RSUD) Goeteng Tarunadibrata Purbalingga, terkonfirmasi Covid-19. 12 Orang dinyatakan sudah sembuh, sedang sisanya masih dalam perawata",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),6,5255,-32.23166692095384,6,1.0,  Anggota DPR RI Fraksi PAN Guspardi Gaus dilaporkan ke Mahkamah Kehormatan Dewan (MKD) DPR RI. Laporan itu terkait peristiwa Guspardi langsung menghadiri rapat di Kompleks Parlemen tanpa menjalani is,
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),7,717,-32.23657241992719,5,0.8333333333333334," Pemerintah terus memperbanyak lokasi isolasi mandiri (ishoman) bagi masyarakat yang terjangkit Covid-19. Kementerian Perhubungan (Kemenhub) misalnya, menyiapkan kapal Pelni sebagai tempat ishoman par",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),8,5125,-32.69861992456589,4,0.6666666666666666,"  Anggota Komisi II DPR RI Fraksi PKB Yanuar Prihatin menilai, anggota dewan tidak pantas mendapatkan fasilitas hotel untuk isolasi mandiri yang dibiayai negara. Hal ini menyakiti hati rakyat yang ten",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),9,10325,-32.98617759666061,5,0.8333333333333334,"  40 Tenaga kesehatan (Nakes), yang bertugas pada sejumlah fasilitas kesehatan (faskes) di Tangerang Selatan, tercatat terkonfirmasi positif Covid-19 selama Juni 2021 ini. ""Dua minggu pasca lebaran, h",
covid 19 isolasi mandiri protokol kesehatan,QL (Linear Interpolation),10,11558,-33.21333452135257,5,0.8333333333333334,"  Dinas Kesehatan Kabupaten Kotawaringin Timur, Kalimantan Tengah, menyatakan ada sebanyak 52 tenaga kesehatan di daerah itu yang saat ini tertular Covid-19. ""Itulah risiko pekerjaan. Untuk di RS Murj",
bantuan sembako warga terdampak pandemi,TF,1,4924,0.4446997273820081,2,0.4," Dua belas warga asal Desa Sirau, Kecamatan Kemranjen, Kabupaten Banyumas, mengembalikan Bantuan Langsung Tunai (BLT) senilai Rp 600 ribu. Mereka menilai bantuan tersebut lebih layak untuk diterima ol",
bantuan sembako warga terdampak pandemi,TF,2,11131,0.43516891051214635,5,1.0,"  Gerakan warga bantu warga di Bali, kian banyak di tengah Pandemi Covid-19. Pelaksanaan PPKM darurat juga membuat sejumlah warga mengibarkan bendera putih mengharapkan bantuan. Seperti yang dilakukan",
bantuan sembako warga terdampak pandemi,TF,3,7214,0.4129483209670112,3,0.6,"  Tim SAR dan relawan membantu evakuasi warga terdampak banjir di Perumahan Bumi Mahkota Indah, Desa Dawuan Tengah, Kecamatan Cikampek, Karawang, Jawa Barat. Tim menyisir setiap rumah warga terdampak ",
bantuan sembako warga terdampak pandemi,TF,4,7158,0.412310562561766,5,1.0,"  Keluarga Abas Basari (48) warga Desa Gempol, Kecamatan Banyusari, Kabupaten Karawang, mengaku tidak pernah mendapat bantuan sosial dari pemerintah baik pemerintah pusat, provinsi maupun kabupaten. P",
bantuan sembako warga terdampak pandemi,TF,5,2983,0.397705839334203,4,0.8," Kapolsek Klapa Nunggal AKP Fadli berharap, warga di Bogor saling membantu terlebih jika ada tetangganya yang sedang menjalani isolasi mandiri (isoman) akibat terpapar Covid-19. Hal ini disampaikannya",
